user_query,filter,output_column,Indicator,api_method
Show my medium priority tickets opened this week in Sysop-DS-L1,assigned_to=javascript:gs.getUserID()^assignment_group.name=Sysop-DS-L1^priority=3^opened_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,state,priority",Yes,GET
Show me low priority tickets closed today assigned to Alice Johnson in Sysops-BET-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysops-BET-L1^priority=5^closed_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets resolved this week assigned to Julia Thomas in Sysop-DS-L1,assigned_to.name=Julia Thomas^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets resolved tomorrow assigned to Jane Smith in Sysops-BET-L1,assigned_to.name=Jane Smith^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets closed this month assigned to Jane Smith in Sysops-BET-L1,assigned_to.name=Jane Smith^assignment_group.name=Sysops-BET-L1^priority=3^closed_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets opened tomorrow assigned to John Doe in Sysop-DS-L1,assigned_to.name=John Doe^assignment_group.name=Sysop-DS-L1^priority=5^opened_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets opened this month assigned to Charlie Brown in Sysop-DS-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysop-DS-L1^priority=1^opened_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets closed tomorrow assigned to Charlie Brown in Sysops-BET-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysops-BET-L1^priority=5^closed_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets opened this week assigned to Hannah Taylor in Sysop-DS-L1,assigned_to.name=Hannah Taylor^assignment_group.name=Sysop-DS-L1^priority=3^opened_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets closed this month assigned to Bob Williams in Sysops-BET-L1,assigned_to.name=Bob Williams^assignment_group.name=Sysops-BET-L1^priority=5^closed_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets closed this week assigned to Bob Williams in Sysop-DS-L1,assigned_to.name=Bob Williams^assignment_group.name=Sysop-DS-L1^priority=3^closed_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,state,opened_at,resolved_at",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
